date,country,product_identifier,store,platform,product_duration,transactions,proceeds,new_revenue,renewal_revenue,trials_started,trials_converted,avg_trial_duration_days
2023-12-18,US,lists_v2_3999_1y,app_store,iOS,P1Y,3,167.958,167.958,0.0,0,0,
2023-12-18,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,6,34.251,0.0,34.251,4,2,4.8
2023-12-19,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,13,58.716,0.0,58.716,8,3,3.5
2023-12-20,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,27.993,27.993,0.0,0,0,
2023-12-20,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,4.893,0.0,4.893,4,1,3.0
2023-12-20,AU,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,9.786,0.0,9.786,0,1,
2023-12-21,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,9,24.465,0.0,24.465,7,1,4.0
2023-12-21,SA,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-12-22,US,lists_v2_3999_1y,app_store,iOS,P1Y,2,139.965,55.986,83.979,0,1,
2023-12-22,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,29.358,0.0,29.358,3,2,5.2
2023-12-22,AU,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-12-23,US,lists_499_1m,app_store,iOS,P1M,1,6.986,0.0,6.986,0,0,
2023-12-23,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,83.979,83.979,0.0,0,0,
